timestamp,elapsed_sec,pleasure,arousal,dominance,trust,cortisol,dopamine,fatigue,inferred_valence,inferred_arousal,snr,wing,tags,emotion
2026-06-06T15:38:30.223615,5.772,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:30.248326,5.796,0.0,0.2588181925012383,0.9146710894997564,0.7466772364527113,0.5,0.0,0.0,0.5,0.3,0.0,personal,,neutral
2026-06-06T15:38:30.252152,5.8,0.0,0.10705455400099062,0.9317368715998051,0.7466772364527113,0.5,0.0,0.0,0.5,0.3,0.0,personal,,neutral
2026-06-06T15:38:30.252622,5.801,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:30.272564,5.821,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:31.224772,6.773,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:31.228449,6.777,0.0,0.2535272770004953,0.9213894972798442,0.7637070098861868,0.5,0.0,0.0,0.5,0.3,0.0,personal,,neutral
2026-06-06T15:38:31.232428,6.781,0.0,0.10282182160039627,0.9371115978238753,0.7637070098861868,0.5,0.0,0.0,0.5,0.3,0.0,personal,,neutral
2026-06-06T15:38:31.232879,6.781,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:31.234186,6.782,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:32.232522,7.781,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:32.237973,7.786,0.0,0.2514109108001982,0.9256892782591003,0.7770403432195202,0.5,0.0,0.0,0.5,0.3,0.0,personal,,neutral
2026-06-06T15:38:32.241031,7.789,0.0,0.10112872864015854,0.9405514226072802,0.7770403432195202,0.5,0.0,0.0,0.5,0.3,0.0,personal,,neutral
2026-06-06T15:38:32.242126,7.79,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:32.243190,7.791,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:33.230429,8.779,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:33.235244,8.783,0.0,0.2505643643200793,0.9284411380858243,0.7903736765528535,0.5,0.0,0.0,0.5,0.3,0.0,personal,,neutral
2026-06-06T15:38:33.239385,8.788,0.0,0.10045149145606341,0.9427529104686594,0.7903736765528535,0.5,0.0,0.0,0.5,0.3,0.0,personal,,neutral
2026-06-06T15:38:33.240185,8.788,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
2026-06-06T15:38:33.242276,8.79,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,personal,,neutral
